age,asv,Amount,CardNo,Label,location,card_type,bank
53.0,6.0,3577.0,16893.0,False,Harare,Credit,CBZ Bank
53.0,6.0,3577.0,16893.0,False,Bulawayo,Debit,Cabs Bank
14.0,3.0,200.0,16893.0,False,Harare,Credit,FBC Bank
53.0,4.0,10914.0,16893.0,False,Bindura,Credit,Cabs Bank
53.0,6.0,3638.0,16893.0,False,Nyanga,Credit,Steward Bank
53.0,6.0,3638.0,16893.0,False,Kwekwe,Debit,First Capital Bank
53.0,6.0,3638.0,16893.0,False,Harare,Credit,AgriBank
53.0,4.0,10914.0,16893.0,False,Harare,Debit,Cabs Bank
53.0,6.0,3638.0,16893.0,False,Harare,Credit,Banc ABC
53.0,6.0,3638.0,16893.0,False,Bulawayo,Debit,AgriBank
53.0,6.0,3638.0,16893.0,False,Kadoma,Credit,AgriBank
53.0,4.0,10890.0,16893.0,False,Bindura,Debit,FBC Bank
14.0,3.0,102.0,16893.0,False,Harare,Credit,Cabs Bank
53.0,6.0,3638.0,16893.0,False,Nyanga,Debit,NMB Bank
53.0,6.0,3638.0,16893.0,False,Harare,Debit,AgriBank
53.0,6.0,3615.0,16893.0,False,Bulawayo,Debit,Cabs Bank
53.0,4.0,8499.0,16893.0,False,Bindura,Credit,AgriBank
53.0,6.0,2817.0,16893.0,False,Bulawayo,Debit,NMB Bank
53.0,6.0,2841.0,16893.0,False,Hwange,Credit,AgriBank
53.0,6.0,2841.0,16893.0,False,Harare,Credit,NMB Bank
53.0,4.0,1650.0,16893.0,False,Hwange,Credit,Steward Bank
28.0,10.0,707.0,16893.0,False,Harare,Credit,Steward Bank
53.0,6.0,1650.0,16893.0,False,Harare,Debit,FBC Bank
36.0,4.0,68.0,16893.0,False,Kadoma,Credit,Standard Bank
15.0,13.0,879.0,16893.0,False,Harare,Debit,Steward Bank
47.0,4.0,31.0,16893.0,False,Kadoma,Debit,Cabs Bank
27.0,4.0,239.0,16893.0,False,Kwekwe,Debit,Cabs Bank
14.0,3.0,4000.0,16893.0,False,Kadoma,Credit,CBZ Bank
14.0,3.0,209.0,16893.0,False,Bulawayo,Credit,AgriBank
53.0,4.0,8975.0,16893.0,False,Harare,Credit,Banc ABC
14.0,3.0,1576.0,16893.0,False,Nyanga,Credit,FBC Bank
53.0,6.0,2992.0,16893.0,False,Harare,Credit,AgriBank
53.0,6.0,2992.0,16893.0,False,Harare,Credit,Cabs Bank
53.0,6.0,2992.0,16893.0,False,Kadoma,Debit,Cabs Bank
53.0,4.0,9196.0,16893.0,False,Kadoma,Debit,AgriBank
16.0,6.0,764.0,16893.0,False,Kadoma,Credit,FBC Bank
53.0,6.0,3066.0,16893.0,False,Harare,Credit,First Capital Bank
53.0,6.0,3066.0,16893.0,False,Hwange,Credit,FBC Bank
53.0,6.0,3066.0,16893.0,False,Hwange,Credit,First Capital Bank
53.0,4.0,9271.0,16893.0,False,Hwange,Credit,AgriBank
53.0,6.0,3091.0,16893.0,False,Kadoma,Credit,CBZ Bank
53.0,6.0,3091.0,16893.0,False,Harare,Debit,AgriBank
53.0,6.0,3091.0,16893.0,False,Hwange,Credit,Cabs Bank
53.0,4.0,9227.0,16893.0,False,Bulawayo,Credit,Cabs Bank
53.0,6.0,3076.0,16893.0,False,Harare,Debit,FBC Bank
53.0,6.0,3076.0,16893.0,False,Nyanga,Debit,FBC Bank
53.0,6.0,3076.0,16893.0,False,Nyanga,Credit,Banc ABC
14.0,3.0,1000.0,16893.0,False,Bindura,Debit,FBC Bank
53.0,4.0,12002.0,16893.0,False,Kadoma,Credit,Banc ABC
14.0,3.0,224.0,16893.0,False,Kadoma,Credit,FBC Bank
53.0,6.0,4001.0,16893.0,False,Kadoma,Credit,NMB Bank
53.0,6.0,4001.0,16893.0,False,Harare,Credit,FBC Bank
53.0,6.0,4001.0,16893.0,False,Harare,Debit,Standard Bank
53.0,4.0,9111.0,16893.0,False,Kadoma,Credit,AgriBank
53.0,4.0,112.0,16893.0,False,Bindura,Debit,AgriBank
78.0,3.0,606.0,16893.0,False,Bindura,Credit,AgriBank
53.0,6.0,3037.0,16893.0,False,Harare,Debit,AgriBank
53.0,6.0,3037.0,16893.0,False,Kadoma,Credit,Cabs Bank
53.0,6.0,3037.0,16893.0,False,Bulawayo,Credit,AgriBank
53.0,4.0,57.0,16893.0,False,Kadoma,Debit,AgriBank
53.0,4.0,2836.0,16893.0,False,Hwange,Debit,FBC Bank
53.0,6.0,2836.0,16893.0,False,Bulawayo,Credit,Banc ABC
85.0,6.0,463.0,16893.0,False,Bindura,Credit,Cabs Bank
85.0,6.0,500.0,16893.0,False,Bulawayo,Debit,FBC Bank
86.0,8.0,500.0,16893.0,False,Harare,Credit,Cabs Bank
15.0,13.0,879.0,16893.0,False,Bindura,Credit,NMB Bank
28.0,7.0,16.0,16893.0,False,Harare,Credit,FBC Bank
55.0,4.0,284.0,16893.0,False,Harare,Credit,AgriBank
85.0,6.0,121.0,16893.0,False,Kadoma,Credit,NMB Bank
85.0,6.0,300.0,16893.0,False,Kadoma,Credit,AgriBank
47.0,4.0,30.0,16893.0,False,Harare,Credit,Banc ABC
86.0,8.0,300.0,16893.0,False,Kadoma,Credit,CBZ Bank
44.0,6.0,319.0,16893.0,False,Harare,Credit,FBC Bank
185.0,1.0,172.0,16893.0,False,Kadoma,Debit,NMB Bank
27.0,4.0,169.0,16893.0,False,Harare,Credit,Cabs Bank
14.0,3.0,500.0,16893.0,False,Bindura,Credit,Cabs Bank
53.0,4.0,6090.0,16893.0,False,Harare,Debit,FBC Bank
53.0,6.0,3045.0,16893.0,False,Harare,Credit,AgriBank
53.0,6.0,3045.0,16893.0,False,Harare,Debit,AgriBank
53.0,4.0,6172.0,16893.0,False,Kadoma,Debit,Cabs Bank
14.0,3.0,293.0,16893.0,False,Bindura,Credit,AgriBank
14.0,3.0,100.0,16893.0,False,Bulawayo,Credit,Cabs Bank
53.0,6.0,3086.0,16893.0,False,Marondera,Credit,Banc ABC
53.0,6.0,3086.0,16893.0,False,Bulawayo,Credit,AgriBank
53.0,4.0,6217.0,16893.0,False,Kwekwe,Credit,FBC Bank
53.0,6.0,3109.0,16893.0,False,Harare,Credit,FBC Bank
53.0,6.0,3109.0,16893.0,False,Hwange,Debit,Standard Bank
14.0,3.0,14352.0,16893.0,False,Bulawayo,Debit,AgriBank
53.0,4.0,19632.0,16893.0,False,Kadoma,Debit,Cabs Bank
53.0,6.0,4908.0,16893.0,False,Harare,Debit,AgriBank
53.0,6.0,4908.0,16893.0,False,Nyanga,Debit,Cabs Bank
53.0,6.0,4908.0,16893.0,False,Nyanga,Credit,NMB Bank
53.0,6.0,4908.0,16893.0,False,Bulawayo,Debit,Cabs Bank
70.0,5.0,260.0,16893.0,False,Bindura,Debit,FBC Bank
53.0,4.0,14682.0,16893.0,False,Kadoma,Debit,Cabs Bank
53.0,6.0,4894.0,16893.0,False,Harare,Debit,Banc ABC
53.0,6.0,4894.0,16893.0,False,Kadoma,Credit,FBC Bank
53.0,6.0,4894.0,16893.0,False,Harare,Debit,Cabs Bank
44.0,6.0,176.0,16893.0,False,Bulawayo,Credit,Banc ABC
169.0,1.0,68.0,16893.0,False,Bulawayo,Credit,Cabs Bank
24.0,14.0,19.0,16893.0,False,Hwange,Credit,AgriBank
15.0,13.0,879.0,16893.0,False,Harare,Debit,AgriBank
47.0,4.0,30.0,16893.0,False,Bulawayo,Debit,First Capital Bank
48.0,5.0,235.0,16893.0,False,Marondera,Debit,AgriBank
11.0,6.0,235.0,16893.0,False,Harare,Credit,NMB Bank
14.0,3.0,5450.0,16893.0,False,Nyanga,Debit,FBC Bank
53.0,4.0,20753.0,16893.0,False,Harare,Debit,Cabs Bank
53.0,6.0,5189.0,16893.0,False,Harare,Credit,AgriBank
53.0,6.0,5189.0,16893.0,False,Bulawayo,Credit,CBZ Bank
53.0,6.0,5189.0,16893.0,False,Kadoma,Credit,AgriBank
53.0,6.0,5189.0,16893.0,False,Hwange,Credit,FBC Bank
53.0,4.0,17533.0,16893.0,False,Nyanga,Debit,Steward Bank
53.0,6.0,4384.0,16893.0,False,Bulawayo,Credit,AgriBank
53.0,6.0,4384.0,16893.0,False,Harare,Credit,Banc ABC
53.0,6.0,4384.0,16893.0,False,Bulawayo,Credit,AgriBank
53.0,6.0,4384.0,16893.0,False,Bulawayo,Credit,CBZ Bank
53.0,4.0,17533.0,16893.0,False,Kadoma,Debit,FBC Bank
53.0,6.0,4384.0,16893.0,False,Bindura,Credit,Steward Bank
53.0,6.0,4384.0,16893.0,False,Harare,Debit,Cabs Bank
53.0,6.0,4384.0,16893.0,False,Harare,Debit,NMB Bank
53.0,6.0,4384.0,16893.0,False,Nyanga,Debit,NMB Bank
57.0,6.0,170.0,16893.0,False,Marondera,Credit,AgriBank
24.0,14.0,54.0,16893.0,False,Harare,Credit,NMB Bank
219.0,12.0,350.0,16893.0,False,Bulawayo,Credit,FBC Bank
15.0,13.0,879.0,16893.0,False,Harare,Credit,Steward Bank
84.0,8.0,1700.0,16893.0,False,Kwekwe,Credit,AgriBank
24.0,14.0,14.0,16893.0,False,Harare,Credit,AgriBank
47.0,4.0,30.0,16893.0,False,Bulawayo,Credit,Cabs Bank
111.0,3.0,92.0,16893.0,False,Harare,Credit,Steward Bank
113.0,5.0,19.0,16893.0,False,Bindura,Debit,AgriBank
200.0,18.0,978.0,16893.0,False,Kadoma,Credit,Cabs Bank
14.0,3.0,10699.0,16893.0,False,Bulawayo,Debit,FBC Bank
53.0,4.0,16682.0,16893.0,False,Bulawayo,Credit,FBC Bank
53.0,6.0,5561.0,16893.0,False,Marondera,Credit,AgriBank
53.0,6.0,5561.0,16893.0,False,Bindura,Credit,Banc ABC
53.0,6.0,5561.0,16893.0,False,Nyanga,Debit,CBZ Bank
53.0,4.0,17055.0,16893.0,False,Harare,Credit,AgriBank
53.0,6.0,5685.0,16893.0,False,Bulawayo,Debit,FBC Bank
53.0,6.0,5685.0,16893.0,False,Nyanga,Debit,FBC Bank
53.0,6.0,5685.0,16893.0,False,Harare,Credit,Cabs Bank
53.0,4.0,17240.0,16893.0,False,Nyanga,Credit,FBC Bank
245.0,1.0,20.0,16893.0,False,Harare,Debit,FBC Bank
53.0,6.0,5747.0,16893.0,False,Harare,Credit,Cabs Bank
53.0,6.0,5747.0,16893.0,False,Bulawayo,Credit,CBZ Bank
53.0,6.0,5747.0,16893.0,False,Kadoma,Debit,FBC Bank
53.0,4.0,4460.0,16893.0,False,Harare,Credit,NMB Bank
2.0,3.0,0.0,16893.0,False,Harare,Credit,AgriBank
48.0,11.0,12.0,16893.0,False,Kwekwe,Credit,FBC Bank
48.0,11.0,23.0,16893.0,False,Harare,Credit,AgriBank
24.0,14.0,6.0,16893.0,False,Harare,Credit,CBZ Bank
47.0,4.0,30.0,16893.0,False,Bindura,Credit,Cabs Bank
46.0,8.0,72.0,32210.0,False,Nyanga,Credit,NMB Bank
31.0,6.0,42.0,32210.0,False,Hwange,Debit,FBC Bank
72.0,4.0,700.0,32210.0,False,Marondera,Credit,Steward Bank
20.0,5.0,500.0,32210.0,False,Nyanga,Credit,FBC Bank
29.0,5.0,300.0,32210.0,False,Kadoma,Credit,Cabs Bank
83.0,4.0,400.0,32210.0,False,Kadoma,Credit,Steward Bank
219.0,11.0,800.0,32210.0,False,Hwange,Credit,Cabs Bank
31.0,8.0,500.0,32210.0,False,Kadoma,Credit,FBC Bank
46.0,8.0,72.0,32210.0,False,Harare,Credit,AgriBank
46.0,8.0,72.0,32210.0,False,Harare,Credit,First Capital Bank
82.0,8.0,100.0,32210.0,False,Bulawayo,Credit,AgriBank
96.0,5.0,81.0,32210.0,True,Harare,Credit,CBZ Bank
10.0,6.0,12.0,33084.0,False,Harare,Credit,Cabs Bank
16.0,6.0,20.0,33084.0,True,Kadoma,Credit,Steward Bank
51.0,14.0,51.0,35605.0,False,Hwange,Credit,NMB Bank
51.0,4.0,27.0,35605.0,False,Bindura,Credit,AgriBank
51.0,4.0,35.0,35605.0,False,Harare,Credit,AgriBank
51.0,4.0,99.0,35605.0,False,Bulawayo,Credit,FBC Bank
51.0,4.0,79.0,35605.0,False,Bulawayo,Debit,FBC Bank
51.0,4.0,66.0,35605.0,False,Nyanga,Credit,AgriBank
51.0,4.0,41.0,35605.0,False,Harare,Debit,FBC Bank
51.0,4.0,35.0,35605.0,False,Marondera,Debit,AgriBank
51.0,4.0,48.0,35605.0,False,Harare,Debit,Cabs Bank
51.0,4.0,35.0,35605.0,False,Harare,Credit,Banc ABC
82.0,8.0,100.0,35605.0,False,Harare,Credit,NMB Bank
51.0,4.0,35.0,35605.0,False,Bulawayo,Credit,FBC Bank
51.0,4.0,99.0,35605.0,False,Bulawayo,Debit,FBC Bank
51.0,4.0,101.0,35605.0,False,Bulawayo,Credit,AgriBank
51.0,4.0,35.0,35605.0,False,Harare,Credit,FBC Bank
98.0,5.0,57.0,35605.0,True,Kadoma,Debit,NMB Bank
98.0,5.0,57.0,35605.0,True,Marondera,Credit,AgriBank
11.0,3.0,248.0,41524.0,False,Harare,Credit,AgriBank
11.0,3.0,220.0,41524.0,False,Nyanga,Credit,FBC Bank
108.0,3.0,149.0,41524.0,False,Nyanga,Credit,Cabs Bank
11.0,3.0,750.0,41524.0,False,Bulawayo,Credit,FBC Bank
17.0,5.0,26.0,41524.0,False,Nyanga,Credit,AgriBank
11.0,3.0,307.0,41524.0,False,Bulawayo,Credit,AgriBank
71.0,4.0,1000.0,41524.0,False,Bindura,Credit,Cabs Bank
11.0,3.0,303.0,41524.0,False,Kadoma,Credit,FBC Bank
11.0,3.0,298.0,41524.0,False,Bulawayo,Debit,FBC Bank
106.0,4.0,515.0,41524.0,False,Kadoma,Debit,Steward Bank
11.0,3.0,303.0,41524.0,False,Harare,Debit,AgriBank
11.0,3.0,439.0,41524.0,False,Kadoma,Debit,NMB Bank
11.0,3.0,360.0,41524.0,False,Bindura,Debit,AgriBank
